seed question,unseeded question,bm25 score,FK,TCF,,Combined
is psychologisch inzicht te verbeteren of vermeerderen?,Hoe vermeerderen tulpen zich?,13.944.101.040.170.700,0,0,,0
is psychologisch inzicht te verbeteren of vermeerderen?,hoe vermeerderen bacterien zich?,13.944.101.040.170.700,0,0,,0
is psychologisch inzicht te verbeteren of vermeerderen?,Is verdringing een series te nemen psychologisch begrip?,13.862.805.308.655.300,0,0,,0
is psychologisch inzicht te verbeteren of vermeerderen?,Wat is een effectieve manier om ruimtelijk inzicht te trainen?,1.368.460.636.616.410,0,0,,0
is psychologisch inzicht te verbeteren of vermeerderen?,Helpt een legerhelm echt tegen schoten/kogels of is dat meer psychologisch?,13.536.383.568.869.500,0,0,,0
is psychologisch inzicht te verbeteren of vermeerderen?,Heb je inzicht of kun je dat ook krijgen?,13.494.202.801.221.400,0,1,,2
wat voor dingen vragen ze bij een IQ test,klopt deze IQ test?,21.806.003.522.060.300,0,1,,2
wat voor dingen vragen ze bij een IQ test,Wat is de verklaring van IQ test vragen over kleuren en vormen?,19.929.473.833.421.500,0,1,,2
wat voor dingen vragen ze bij een IQ test,Hoe kun je een IQ test doen?,1.977.993.897.237.520,0,1,,2
wat voor dingen vragen ze bij een IQ test,Bestaat er ook een officiÃ«le IQ test voor jongeren?,1.957.014.181.153.080,0,1,,2
wat voor dingen vragen ze bij een IQ test,"Wat meeteen IQ test, bij getallen na zeggen en weer terug?",1.846.687.309.097.440,0,1,,2
wat voor dingen vragen ze bij een IQ test,hoe kan je inburgerings test doen als niet wat ze gaan vragen?,1.826.307.033.861.950,0,0,,0
wat voor dingen vragen ze bij een IQ test,waar kun je zonder telefoon een IQ test doen?,1.803.984.295.741.970,0,1,,2
wat voor dingen vragen ze bij een IQ test,Waar kan ik een gratis betrouwbaren IQ test doen?,1.803.984.295.741.970,0,1,,2
wat voor dingen vragen ze bij een IQ test,Hoe betrouwbaar is de nationale IQ test 2012?,17.792.808.533.122.600,0,1,,2
wat voor dingen vragen ze bij een IQ test,Is de IQ test van Q masters betrouwbaar?,17.792.808.533.122.600,0,1,,2
wat voor dingen vragen ze bij een IQ test,Hoe hoog (of laag) scoort de mens gemiddelt op een IQ test?,15.936.832.072.115.700,0,1,,2
verlaagd alcohol bloedsuiker?,Port (wijn) bevat suiker en alcohol. Wat is het netto-effect op je bloedsuiker? (Van belang voor diabetici),13.224.148.604.227.000,1,2,,3
verlaagd alcohol bloedsuiker?,Waarom is mijn downloadsnelheid verlaagd?,12.487.852.564.428.100,0,0,,0
verlaagd alcohol bloedsuiker?,Mag mijn vastgelegde toetscijfer worden verlaagd?,11.855.053.438.228.100,0,0,,0
verlaagd alcohol bloedsuiker?,Wat is de oorzaak van mijn bloedsuiker schommelingen?,11.377.817.110.011.600,0,1,,2
verlaagd alcohol bloedsuiker?,wat is een ander woord voor te lage bloedsuiker,10.877.348.068.128.500,0,0,,0
verlaagd alcohol bloedsuiker?,Hoe weet je of je een te laag bloedsuiker hebt?,10.877.348.068.128.500,0,2,,4
verlaagd alcohol bloedsuiker?,"Is 4,1 een gezonde score voor een bloedsuiker/diabetes test?",10.877.348.068.128.500,0,2,,4
verlaagd alcohol bloedsuiker?,Hoe kan ik binnen enkele dagen mijn bloedsuiker verlagen?,10.877.348.068.128.500,0,2,,4
verlaagd alcohol bloedsuiker?,Waarom krijg is mijn netto Wajong uitkering verlaagd?,10.764.146.500.518.200,0,0,,0
verlaagd alcohol bloedsuiker?,Heeft de mediamarkt de prijs van de ipad al verlaagd?,10.764.146.500.518.200,0,0,,0
verlaagd alcohol bloedsuiker?,Werkt je laptop sneller als je de schermresolutie verlaagd?,10.764.146.500.518.200,0,0,,0
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?","Onze kat kan niet meer mauwen, wat kan de oorzaak zijn?",18.779.987.241.139.000,0,0,,0
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?","Hoe ziet een CV en een motivatie er uit, en wat moet er in staan?",17.927.965.244.837.500,0,0,,0
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?","Wat zou de oorzaak zijn dat de mensen meer""op zich zelf ""zijn dan vroeger?",16.953.668.150.609.200,0,0,,0
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?",Wat kan de oorzaak zijn van vaginaal bloedverlies zijn? (Zie info),16.854.794.480.894.900,0,0,,0
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?",Hoe krijg ik meer motivatie?,16.745.638.168.414.700,1,1,,1
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?",Kan je wilskracht kweken?,1.674.050.587.263.800,1,1,,1
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?","Misselijk nadat medicijnen zijn uitgewerkt, wat kan hier de oorzaak van zijn?",16.697.496.362.738.700,0,0,,0
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?","Koude handen en voeten, wat kan de oorzaak/oplossing zijn?",16.292.659.712.093.400,0,0,,0
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?",Wat kan de oorzaak zijn als iemand geen mails meer kan deleten in outlook?,16.187.659.159.182.400,0,0,,0
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?",Wat zijn de nadelen en wat zijn de voordelen van 1 kind hebben?,16.158.627.176.189.200,0,0,,0
"Wat kan een mogelijke oorzaak zijn van gÃ©Ã©n motivatie en wilskracht meer hebben, en wat kan een mogelijke oplossing zijn?",Wat kan hij hebben en wat kan hij eraan doen?,15.637.824.405.610.600,0,0,,0
Hoe krijgt een pinda voeding tijdens de groei?,Opdrukken tijdens je groei??,1.743.290.232.307.020,0,0,,0
Hoe krijgt een pinda voeding tijdens de groei?,Hoe komt een pinda in Nederland?,16.057.609.864.020.200,0,1,,2
Hoe krijgt een pinda voeding tijdens de groei?,de pinda: welk productieland?,15.915.493.878.912.900,0,1,,2
Hoe krijgt een pinda voeding tijdens de groei?,Wat is de verbrandingswarmte van een pinda?,14.741.713.829.178.100,0,1,,2
Hoe krijgt een pinda voeding tijdens de groei?,Hoe groei je?,14.506.175.145.444.500,0,0,,0
Hoe krijgt een pinda voeding tijdens de groei?,Welke voeding is goed voor de hersenen tijdens het leren?,14.417.568.105.379.600,0,0,,0
Hoe krijgt een pinda voeding tijdens de groei?,Is een pinda een noot?,14.120.350.066.317.100,0,2,,4
Hoe krijgt een pinda voeding tijdens de groei?,Is pinda allergie dodelijk?,14.120.350.066.317.100,0,0,,0
Hoe krijgt een pinda voeding tijdens de groei?,Juiste voeding om maximaal te presteren tijdens een squash wedstrijd?,14.062.526.471.108.300,0,0,,0
Hoe krijgt een pinda voeding tijdens de groei?,Hoe groei ik optimaal?,13.688.202.686.319.000,0,0,,0
Hoe krijgt een pinda voeding tijdens de groei?,Hoe bevorder je je groei?,13.688.202.686.319.000,0,0,,0
Xbox 360 controller spellen spelen op de pc(draadloos)?,Xbox 360 controller op pc,31.805.928.051.840.500,1,1,,1
Xbox 360 controller spellen spelen op de pc(draadloos)?,Hoe laad je een Xbox 360 controller op?,2.741.573.600.173.510,0,0,,0
Xbox 360 controller spellen spelen op de pc(draadloos)?,Kan je met een Xbox 360 controller spellen spelen op de pc? Bijvoorbeeld need for speed hot pursuit. En hoe ?,2.739.428.357.792.240,1,1,,1
Xbox 360 controller spellen spelen op de pc(draadloos)?,Kun je op de Xbox 360 core system alle spellen van DOA (Dead of Alive) spelen?,24.675.311.096.183.100,0,0,,0
Xbox 360 controller spellen spelen op de pc(draadloos)?,Kun je met een Xbox controller op een PS3 spelen?,24.387.780.156.012.900,0,1,,2
Xbox 360 controller spellen spelen op de pc(draadloos)?,Hoe lang maken ze nog spellen voor de Xbox 360?,23.475.495.910.656.500,0,0,,0
Xbox 360 controller spellen spelen op de pc(draadloos)?,Hoe kan je het beste een Xbox 360 controller schoonmaken?,23.185.619.663.296.100,0,0,,0
Xbox 360 controller spellen spelen op de pc(draadloos)?,Kun je op de xbox 360 kinect ook de normale spellen spelen? Door bv de controller aan te sluiten?,22.932.184.398.372.100,0,0,,0
Xbox 360 controller spellen spelen op de pc(draadloos)?,hoe kan je je playstation 1 controller spellen spelen op de pc?,22.812.704.859.513.100,0,1,,2
Xbox 360 controller spellen spelen op de pc(draadloos)?,Windows spellen. Kan je die spelen op de nieuwe Xbox one?,226.939.567.792.951,0,1,,2
Xbox 360 controller spellen spelen op de pc(draadloos)?,Waarvoor is het kabeltje tussen de controller en mijn headset Xbox 360,22.620.785.856.742.100,0,0,,0
Waarom krijg je zo'n honger van hormonale veranderingen?,Heeft mijn man ook hormonale veranderingen door mijn zwangerschap?,2.254.470.517.710.160,0,0,,0
Waarom krijg je zo'n honger van hormonale veranderingen?,Waarom krijg je zo'n buikpijn van diarree?,18.774.596.367.077.000,0,0,,0
Waarom krijg je zo'n honger van hormonale veranderingen?,waarom krijg je meer honger van antidepressiva?,1.810.215.722.077.380,0,0,,0
Waarom krijg je zo'n honger van hormonale veranderingen?,hoe krijg je sneller honger?,179.360.376.718.881,0,1,,2
Waarom krijg je zo'n honger van hormonale veranderingen?,Waarom krijg je zo'n fucking dorst van knoflooksaus?,1.791.077.329.212.140,0,0,,0
Waarom krijg je zo'n honger van hormonale veranderingen?,Waarom krijg ik om de uur honger?,1.745.411.460.001.410,0,1,,2
Waarom krijg je zo'n honger van hormonale veranderingen?,Waarom krijg ik zo'n dorst van knoflook?,16.685.272.456.689.400,0,0,,0
Waarom krijg je zo'n honger van hormonale veranderingen?,Waarom krijg je honger als je leest over eten?,1.665.104.716.518.750,0,0,,0
Waarom krijg je zo'n honger van hormonale veranderingen?,Waarom krijg ik altijd honger na het eten van een appel?,16.221.009.157.353.600,0,0,,0
Waarom krijg je zo'n honger van hormonale veranderingen?,Hoe krijg ik meer honger?,15.623.665.868.594.500,0,1,,2
Waarom krijg je zo'n honger van hormonale veranderingen?,krijg je honger door giro 555 te bellen?,15.460.315.225.771.400,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen  en ?,1.966.076.202.166.120,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen een projectleider en projectmanager?,1.809.602.023.645.160,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen een tic en neurotisch?,1.809.602.023.645.160,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen een judo en karatepak?,1.809.602.023.645.160,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen een koningkrijk en keizerrijk?,1.809.602.023.645.160,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen een factor en componentenanalyse?,1.809.602.023.645.160,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen een anekdote en mop?,1.809.602.023.645.160,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen terrorisme en een heldendaad?,1.809.602.023.645.160,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen een diamant en briljant?,1.809.602.023.645.160,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen een priester en pastoor?,1.809.602.023.645.160,0,0,,0
Wat is het verschil tussen een postbode en postbezorger?,Wat is het verschil tussen een toernooi en toernee?,1.809.602.023.645.160,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Wanneer bloeien bougainvilleas op de Canarische eilanden?,24.617.105.113.018.400,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Hebben de Canarische eilanden ooit bij Marokko gehoord?,2.348.446.699.822.390,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Welke papieren of certificaten heb je nodig om cosmetica en of verzorgingsproducten te produceren?,23.109.805.461.758.000,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Welke papieren heb je nodig om vrienden te bezoeken in Jamaica zonder hotelboeking?,23.109.805.461.758.000,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Hoe werkt de kraanwatervoorziening op de Canarische eilanden?,2.308.169.659.318.060,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Wat voor weer is het op de Canarische eilanden,2.245.147.019.540.170,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Hoeveel kost het transport van een gedemonteerde bakfiets naar bijvoorbeeld de Canarische eilanden?,2.221.268.554.214.140,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Wat zijn de ervaringen van vakantie de Canarische eilanden?,22.019.702.943.012.000,0,1,,2
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Waarom staan er op de Canarische eilanden veel openbare trimapparaten?,2.150.552.011.187.310,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,Kan ik op de Canarische eilanden geld pinnen met mijn bankkaart? (Maestro),2.122.625.953.317.230,0,0,,0
Welke papieren heb ik nodig om te verhuizen naar de Canarische eilanden?,"waarom stapelen de mensen op de Canarische eilanden, stenen op elkaar?",21.051.135.815.602.000,0,0,,0
Hoe gebruik je de kruid saffraan?,Kan je sint jans kruid gebruiken de volgende dag na xtc gebruik?,17.452.873.351.940.100,0,0,,0
Hoe gebruik je de kruid saffraan?,kan je saffraan in huis kweken?,16.116.322.037.178.500,0,1,,2
Hoe gebruik je de kruid saffraan?,Hoe oud is de hoofdpersoon in 'Het bittere kruid'?,14.011.774.491.155.200,0,0,,0
Hoe gebruik je de kruid saffraan?,Welk kruid verdrijft vlooien?,1.373.891.491.508.910,0,0,,0
Hoe gebruik je de kruid saffraan?,Welk kruid is dit?,1.373.891.491.508.910,0,0,,0
Hoe gebruik je de kruid saffraan?,Welk kruid is dit?,1.373.891.491.508.910,0,0,,0
Hoe gebruik je de kruid saffraan?,Hoe los ik een saffraan vlek op in een mintgroene blouse?,13.389.309.382.515.400,0,0,,0
Hoe gebruik je de kruid saffraan?,waarom is saffraan zo duur? en waar kan je het vinden ?,1.285.843.377.524.680,0,1,,2
Hoe gebruik je de kruid saffraan?,Is banaan een fruit of kruid?,1.234.652.606.226.590,0,0,,0
Hoe gebruik je de kruid saffraan?,waar kan ik dille kruid vinden?,1.234.652.606.226.590,0,0,,0
Hoe gebruik je de kruid saffraan?,Alternatief voor kruid tussen heksenkringen (vuurwerk),1.234.652.606.226.590,0,0,,0
"Smsje kwijt, hoe haal ik hem terug??",Ä°k ben mijn windows 7 wachtwoord kwijt hoe vindt ik hem terug??,2.232.341.478.904.290,0,0,,0
"Smsje kwijt, hoe haal ik hem terug??",hoe haal ik mijn foto's terug?,18.942.931.510.674.400,0,2,,4
"Smsje kwijt, hoe haal ik hem terug??",hoe haal ik ze over??,1.813.614.349.898.950,0,0,,0
"Smsje kwijt, hoe haal ik hem terug??",hoe haal ik mijn itunes gegevens terug?,18.029.328.224.018.800,0,0,,0
"Smsje kwijt, hoe haal ik hem terug??",Ik ben mijn Verwisselbare schijf (F:) kwijt hoe krijg ik hem terug???,17.809.828.652.145.300,0,0,,0
"Smsje kwijt, hoe haal ik hem terug??","Facetime icoon op de ipad ben ik kwijt, hoe krijg ik hem terug?",1.780.187.019.806.860,0,0,,0
"Smsje kwijt, hoe haal ik hem terug??",Smsje komt niet aan?,1.721.429.120.357.920,0,1,,2
"Smsje kwijt, hoe haal ik hem terug??",hoe haal ik een defenitief verweiderde directory terug ?,1.719.979.509.098.340,0,0,,0
"Smsje kwijt, hoe haal ik hem terug??","belangrijke foto op mijn sd kaart kwijt, kan ik hem terug vinden ?",1.677.691.641.259.330,0,0,,0
"Smsje kwijt, hoe haal ik hem terug??",hoe raak ik snel mijn stem kwijt??,162.799.940.652.801,0,0,,0
"Smsje kwijt, hoe haal ik hem terug??",webcam opname kwijt hoe terug te vinden?,16.105.256.336.552.600,0,0,,0
wat vonden de duitsers en de nazi's dat hitler deels joods was?,wie was hitler?,21.477.080.148.437.400,0,1,,2
wat vonden de duitsers en de nazi's dat hitler deels joods was?,Welke manga of anime gaan over nazi's of de tweede wereldoorlog of over hitler,20.195.890.162.253.200,0,0,,0
wat vonden de duitsers en de nazi's dat hitler deels joods was?,tv-film vliegtuigongeluk met twee duitsers in de noord-australische wildernis: wat was de titel?,1.962.778.613.826.250,0,0,,0
wat vonden de duitsers en de nazi's dat hitler deels joods was?,hoe was hitler zijn geestelijke toestand tijdens de oorlog,15.808.885.474.322.900,0,1,,2
wat vonden de duitsers en de nazi's dat hitler deels joods was?,"Gezien dat Nederlanders, duitsers niet mogen.",15.271.895.971.646.900,0,0,,0
wat vonden de duitsers en de nazi's dat hitler deels joods was?,wat vonden tijdgenoten van shakespeare van hem vroeger?,15.040.072.791.152.100,0,0,,0
wat vonden de duitsers en de nazi's dat hitler deels joods was?,Is Wilders joods?,14.964.146.562.624.200,0,0,,0
wat vonden de duitsers en de nazi's dat hitler deels joods was?,Is Messi joods ?,14.964.146.562.624.200,0,0,,0
wat vonden de duitsers en de nazi's dat hitler deels joods was?,ben ik joods ?,14.964.146.562.624.200,0,0,,0
wat vonden de duitsers en de nazi's dat hitler deels joods was?,Wat bedoelden de nazi's met de woorden 'Arbeit macht frei'?,14.861.267.529.171.900,0,0,,0
wat vonden de duitsers en de nazi's dat hitler deels joods was?,ik heb een lepel gevonden uit de 2e wereldoorlog van de duitsers en er staat bindir ingekrast...wat betekent dat?,144.680.270.178.876,0,0,,0
wat kun je het beste tegen een zere nek doen?,Wat kun je doen tegen een zere keel/keelpijn?,25.751.236.104.656.400,0,0,,0
wat kun je het beste tegen een zere nek doen?,wat kun je het beste doen tegen abnormaal haaruitval?,23.287.270.949.218.200,0,0,,0
wat kun je het beste tegen een zere nek doen?,wat kun je het beste doen tegen verveling???,23.287.270.949.218.200,0,0,,0
wat kun je het beste tegen een zere nek doen?,Wat kun je doen tegen een zere keel en hele erge hoofdpijn?,22.749.262.641.475.300,0,0,,0
wat kun je het beste tegen een zere nek doen?,Wat kan ik het beste doen tegen een stijve nek?,22.658.490.366.039.200,1,1,,1
wat kun je het beste tegen een zere nek doen?,wat kun je het beste doen tegen grote paarse littekens?,22.306.105.987.287.300,0,2,,4
wat kun je het beste tegen een zere nek doen?,Wat kun je het beste doen tegen een oogonsteking?,21.477.338.832.980.100,0,0,,0
wat kun je het beste tegen een zere nek doen?,Wat kun je het beste doen tegen zweetoksels?,2.138.846.430.726.710,0,0,,0
wat kun je het beste tegen een zere nek doen?,Wat kun je het beste doen tegen vliegangst?,2.138.846.430.726.710,0,0,,0
wat kun je het beste tegen een zere nek doen?,Wat kun je het beste doen tegen een slakkenplaag....,2.057.243.192.549.440,0,0,,0
wat kun je het beste tegen een zere nek doen?,"Wat kun je het beste doen tegen een ""Writer's Block""?",2.057.243.192.549.440,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Hoe kan het dat ik mijn reacties niet kan zien?,19.406.117.748.091.900,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Wat kan ik het beste doen als ik niet goed kan zien? Zie beschrijving..,18.006.017.093.819.400,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Hoe kan ik mijn laptop repareren als ik hem niet eens aankrijg?,17.312.388.547.630.800,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Hoe kan ik een film op Itunes zetten zodat ik hem op mijn Ipod kan zetten?,16.778.331.771.521.900,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,wat moet ik doen als mijn telefoon vastloopt en ik hem niet meer kan uitschakelen of opnieuw kan opstarten?,16.628.492.720.282.300,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Hoe kan ik een oxidator maken/ waar kan ik hem kopen ?,16.481.618.415.483.800,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Hoe kan ik MS Word mijn pagina laten onthouden als ik afsluit?,16.453.627.214.380.700,0,1,,2
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Hoe kan ik thuis bladwijzers maken die ik op mijn werk nÃ­et kan zien?,16.433.762.487.543.100,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Moet ik mijn spartamet verzekeren als ik hem niet meer gebruik?,1.622.746.845.618.160,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Hoe moet ik mijn mobiel afgegeven als ik hem inlever?,1.604.037.337.927.920,0,0,,0
Hoe kan ik het eindresultaat van mijn pagina zien als ik hem niet kan uploaden?,Hoe krijg ik mijn facebook pagina onzichtbaar voor mensen die ik niet ken?,15.998.360.252.967.200,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,Wat doet een vlieg met zijn achterpoten?,1.690.765.988.558.270,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,"Waarom hebben bijna alle zoogdieren die op 4 poten lopen de uiers tussen de achterpoten,behalve de olifant?",1.539.193.496.565.840,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,Kan dit echt zijn?,14.769.405.376.782.900,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,Pist en kakt een beer tijdens zijn winterslaap?,14.742.407.798.401.400,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,Kan ik stage lopen op een cruiseschip?,14.382.660.296.854.400,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,Wat doet een vlieg als hij zijn twee achterpoten tegen elkaar doet,14.173.375.149.851.900,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,Sjirpen krekels met hun achterpoten?,13.952.298.617.504.200,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,Kan een kat echt met je praten (op zijn manier)?,1.394.190.884.914.870,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,"Kan je in Nederland de bekende ""beer kegs"" kopen?",13.625.122.284.022.500,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,Hoe drink je een beer?,13.592.337.100.438.100,0,0,,0
Kan een beer echt op zijn achterpoten lopen?,Kan je op bergschoenen de vierdaagse lopen?,13.253.663.581.283.100,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,Hoe bescherm je mergel tegen beschadigingen?,1.940.766.518.386.190,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,Hoe bescherm ik mijn rieten tuinstoelen tegen weersinvloeden?,19.270.054.737.618.000,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,Hoe en wanneer bescherm ik de kippen tegen de kou?,18.422.434.694.307.100,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,Hoe bescherm ik mijn kast tegen open haard / allesbrander?,18.422.434.694.307.100,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,Hoe bescherm je je gezicht het best tegen de kou?,182.469.804.755.952,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,Hoe bescherm ik een idee?,1.777.594.461.432.680,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,Hoe bescherm je je brommer het beste tegen diefstal?,17.621.763.778.681.000,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,hoe bescherm je je kind tegen computer terreur,16.394.789.990.077.900,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,helpt vasaline tegen krassen op de lcd tv?,16.182.438.822.282.600,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,Helpen zachte bureaustoelwieltjes tegen krassen op de vloer?,16.182.438.822.282.600,0,0,,0
Hoe bescherm ik een decoratieve metalen muurplaat tegen krassen in de afbeelding?,Hoe bescherm je je het beste tegen wilde honden (op Kreta)?,16.136.844.637.681.700,0,0,,0
welke portable dvd speler ondersteund e-books?,Welke resolutie heeft mijn portable dvd speler ?,27.556.232.119.287.000,0,1,,2
welke portable dvd speler ondersteund e-books?,Kan je met de Akai apd909 portable dvd speler  ook E-books lezen?,222.022.446.297.054,1,1,,1
welke portable dvd speler ondersteund e-books?,Hoe unlock ik mijn portable dvd player?,19.299.812.500.183.000,0,0,,0
welke portable dvd speler ondersteund e-books?,welke webhost ondersteund fantastico?,17.641.269.332.823.300,0,0,,0
welke portable dvd speler ondersteund e-books?,tv/dvd speler kapot of digitenne?,1.694.302.126.816.090,0,0,,0
welke portable dvd speler ondersteund e-books?,hoe werkt een draagbare dvd speler?,1.694.302.126.816.090,0,0,,0
welke portable dvd speler ondersteund e-books?,dvd recorder gebruiken als enkeld speler?,1.694.302.126.816.090,0,0,,0
welke portable dvd speler ondersteund e-books?,2 schermen op 1 dvd speler?,1.694.302.126.816.090,0,0,,0
welke portable dvd speler ondersteund e-books?,"Waarom kan ik geen DVD afspelen met 5 films op mijn portable dvd maar wel op mijn normale DVD speler, laptop en PC?",169.370.422.284.888,0,0,,0
welke portable dvd speler ondersteund e-books?,bestaat er een portable dvd/cd rw en dl brander,16.860.329.594.911.300,0,0,,0
welke portable dvd speler ondersteund e-books?,Hoe kan je frame breedte aanpassen voor mijn dvd portable dvd speler?,1.650.305.923.998.690,0,0,,0
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,Wat is de dichtbijzijnde Starbucks voor mij ?,20.641.672.889.577.100,0,0,,0
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,"Wat is een betrouwbaar en betaalbaar autoverhuurbedrijf vanaf de luchthaven Antalya, Turkije.",18.972.193.024.245.500,0,0,,0
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,Wat is de afstand vanaf nederland tot Qatar ?,1.868.866.465.836.780,0,0,,0
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,Wat is de tweede luchthaven van Nederland?,1.672.692.140.958.860,0,1,,2
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,Hoe vanaf luchthaven Charles-deGaulle naar binnenstad parijs ? (zie uitleg),16.078.298.835.732.300,0,0,,0
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,Een auto invoeren vanuit nederland naar duitsland.,16.011.579.111.653.500,0,0,,0
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,waarom duurt de post uit nederland naar duitsland zolang?,16.003.330.530.492.400,0,0,,0
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,weer er iemand een mooie autoroute in duitsland en nederland?,15.780.381.274.776.200,0,0,,0
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,hoeveel is het oppervlakte van nederland en duitsland bij elkaar?,15.642.682.979.365.500,0,0,,0
